"DateUsedForStatisticsYear","DateUsedForStatisticsISO","weekly_rainfll_mean","wekly_temp_mean","ILI_per_100000_00_04","ILI_per_100000_05_14","ILI_per_100000_15_64","ILI_per_100000_65_plus","ILINumberOfCases_per_100000"
2005,"2005-W40",1.32430367122464,12.2905596506717,"0","0","5.93951201","0","4.023659116"
2005,"2005-W41",5.24994564916024,11.6081115357844,"0","0","17.01362305","0","11.52566931"
2005,"2005-W42",5.55525629382471,12.4067311264374,"23.53218026","0","7.387888788","0","6.673061684"
2005,"2005-W43",5.45558017487043,12.8230280974577,"0","0","7.127414412","7.231180852","5.633122762"
2005,"2005-W44",4.68232790016289,11.3545195483323,"24.58210423","0","12.86256351","0","10.45624063"
2005,"2005-W45",6.19637047505597,10.1021660119782,"0","5.861664713","13.36167628","0","9.874592673"
2005,"2005-W46",0.400085734741961,8.2473579118182,"11.4902907","5.802483463","9.619431251","0","8.145710469"
2005,"2005-W47",1.66278312319167,7.52737936011911,"0","0","10.98284236","7.428316743","8.26692239"
2005,"2005-W48",5.10138575570539,6.87346460327913,"11.35202634","5.732301519","16.63063363","0","12.87570917"
2005,"2005-W49",3.78680281920231,8.61158198083836,"11.35202634","0","15.44273123","0","11.26624552"
2005,"2005-W50",0.388944708652134,8.08079073414416,"11.8623962","23.96070444","16.13764167","15.11258879","16.81873607"
2005,"2005-W51",0.979458198969535,8.29838472110739,"34.52641271","5.811926072","16.86137541","14.6627566","16.31787215"
2005,"2005-W52",4.80427900120606,6.35734034385025,"23.01760847","5.811926072","8.430687703","0","8.158936075"
2006,"2006-W01",2.67216523493278,6.71579853805551,"0","0","11.29444621","18.75117195","9.737978813"
2006,"2006-W02",4.17757342992347,7.86039404310454,"10.12145749","5.111167902","13.76943609","0","10.76294962"
2006,"2006-W03",2.6704197111352,8.14863182166955,"30.0090027","10.10203051","18.84086794","12.74372372","17.7272276"
2006,"2006-W04",0.0785079814684472,5.67777379570033,"20.22858299","10.2150263","19.05165114","6.442883835","16.49135638"
2006,"2006-W05",0.137953553367784,5.40806224382772,"0","19.58767935","18.26576691","12.35406758","16.49858731"
2006,"2006-W06",1.19185360152214,6.37952514358022,"0","53.86611821","32.4724745","0","29.55996893"
2006,"2006-W07",4.29179399477405,7.68125768177724,"30.37359522","71.57830155","54.03400964","12.89906482","50.24187876"
2006,"2006-W08",0.847536884794342,5.2571150215906,"9.957184108","60.3378922","45.84766073","12.68552582","41.64696083"
2006,"2006-W09",1.44416448930715,3.38255003183764,"38.47263634","63.13744536","55.35538155","12.25340032","50.45443079"
2006,"2006-W10",5.9430581119476,7.08003892331556,"50.60728745","153.3350371","78.37986697","38.68471954","82.5159471"
2006,"2006-W11",2.00761738209259,6.77528023987485,"19.23631817","87.42107819","41.26492079","6.126700159","42.2726312"
2006,"2006-W12",2.05275579562754,4.94464996427514,"36.14022407","54.74952094","52.94657124","11.51079137","47.39700758"
2006,"2006-W13",7.09685961890867,8.96021026690328,"26.84083386","27.10761724","45.87585432","39.89513279","41.22612849"
2006,"2006-W14",1.69133834299149,6.2086567568842,"8.946944618","45.17936207","25.27853197","5.699304685","24.73567709"
2006,"2006-W15",1.80282232171693,7.84165125887371,"0","9.295408068","7.704976452","5.862695667","7.177017884"
2006,"2006-W16",2.00838783995812,8.76533305191699,"0","0","7.864030906","17.95117281","7.325177969"
2006,"2006-W17",0.81595195069124,9.12713102160632,"0","0","9.694431519","23.60578342","9.194375669"
2006,"2006-W18",4.10522913177058,9.5155067619928,"0","0","3.928076912","0","2.661042996"
